"ABC transporters"	"Acute myeloid leukemia"	"Adherens junction"	"Adipocytokine signaling pathway"	"Aldosterone-regulated sodium reabsorption"	"Allograft rejection"	"Alzheimers disease"	"Amoebiasis"	"Amyotrophic lateral sclerosis (ALS)"	"Antigen processing and presentation"	"Apoptosis"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"	"Asthma"	"Autoimmune thyroid disease"	"Axon guidance"	"B cell receptor signaling pathway"	"Bacterial invasion of epithelial cells"	"Basal cell carcinoma"	"Basal transcription factors"	"Base excision repair"	"Bladder cancer"	"Calcium signaling pathway"	"Carbohydrate digestion and absorption"	"Cardiac muscle contraction"	"Cell adhesion molecules (CAMs)"	"Cell cycle"	"Chagas disease"	"Chemokine signaling pathway"	"Chronic myeloid leukemia"	"Circadian rhythm - mammal"	"Collecting duct acid secretion"	"Colorectal cancer"	"Complement and coagulation cascades"	"Cytokine-cytokine receptor interaction"	"Cytosolic DNA-sensing pathway"	"Dilated cardiomyopathy"	"DNA replication"	"Dorso-ventral axis formation"	"ECM-receptor interaction"	"Endocytosis"	"Endometrial cancer"	"Epithelial cell signaling in Helicobacter pylori infection"	"ErbB signaling pathway"	"Fc epsilon RI signaling pathway"	"Fc gamma R-mediated phagocytosis"	"Focal adhesion"	"Gap junction"	"Gastric acid secretion"	"Glioma"	"GnRH signaling pathway"	"Graft-versus-host disease"	"Hedgehog signaling pathway"	"Hematopoietic cell lineage"	"Homologous recombination"	"Huntingtons disease"	"Hypertrophic cardiomyopathy (HCM)"	"Insulin signaling pathway"	"Intestinal immune network for IgA production"	"Jak-STAT signaling pathway"	"Leishmaniasis"	"Leukocyte transendothelial migration"	"Long-term depression"	"Long-term potentiation"	"Lysosome"	"Malaria"	"MAPK signaling pathway"	"Maturity onset diabetes of the young"	"Melanogenesis"	"Melanoma"	"Mismatch repair"	"mTOR signaling pathway"	"Natural killer cell mediated cytotoxicity"	"Neuroactive ligand-receptor interaction"	"Neurotrophin signaling pathway"	"NOD-like receptor signaling pathway"	"Non-homologous end-joining"	"Non-small cell lung cancer"	"Notch signaling pathway"	"Nucleotide excision repair"	"Olfactory transduction"	"Oocyte meiosis"	"p53 signaling pathway"	"Pancreatic cancer"	"Pancreatic secretion"	"Parkinsons disease"	"Pathogenic Escherichia coli infection"	"Pathways in cancer"	"Peroxisome"	"Phagosome"	"Phosphatidylinositol signaling system"	"Phototransduction"	"PPAR signaling pathway"	"Primary immunodeficiency"	"Prion diseases"	"Progesterone-mediated oocyte maturation"	"Prostate cancer"	"Proteasome"	"Protein export"	"Protein processing in endoplasmic reticulum"	"Proximal tubule bicarbonate reclamation"	"Regulation of actin cytoskeleton"	"Regulation of autophagy"	"Renal cell carcinoma"	"Renin-angiotensin system"	"Ribosome"	"RIG-I-like receptor signaling pathway"	"RNA degradation"	"RNA polymerase"	"Salivary secretion"	"Shigellosis"	"Small cell lung cancer"	"SNARE interactions in vesicular transport"	"Spliceosome"	"Systemic lupus erythematosus"	"T cell receptor signaling pathway"	"Taste transduction"	"TGF-beta signaling pathway"	"Thyroid cancer"	"Tight junction"	"Toll-like receptor signaling pathway"	"Toxoplasmosis"	"Type I diabetes mellitus"	"Type II diabetes mellitus"	"Ubiquitin mediated proteolysis"	"Vascular smooth muscle contraction"	"Vasopressin-regulated water reabsorption"	"VEGF signaling pathway"	"Vibrio cholerae infection"	"Viral myocarditis"	"Wnt signaling pathway"
"Prion diseases"	1	0.00115691286896687	0.0206083819337571	1	0.042743628614677	1	0.144964494051062	1.99667089652724e-10	0.0648444624514405	0.127910794789647	4.06663524321343e-06	1	1	1	0.0800758677792866	0.00265177490645888	1	1	1	1	0.000293691670078611	0.049767581259744	1	1	0.291450838283531	1	9.68736978211482e-07	8.16698648612451e-05	0.00240132971670103	1	1	0.00130876837182122	5.70305862832661e-11	0.154892348569383	0.00936671925573463	0.00554424738176997	1	3.65082680939939e-05	0.489090951928637	0.810271801642652	4.52238391282865e-05	0.418793641087376	0.000527321213777991	0.000336552486832201	0.0379696603531772	0.00432723321138539	3.14858261894433e-07	0.00252440779311818	0.00156199668971915	4.95415204880676e-08	0.00477349258645631	0.000891107418106489	0.0321638355152444	1	0.432351447162653	0.493198881329625	7.00050756008727e-07	0.328462988676576	0.713328922500178	0.000247463379401031	1	0.00205707406094076	4.2791740830418e-08	1	0.0605829408498168	4.41164082959598e-07	1	8.33890158947728e-07	0.00216773874838123	1	0.0627010621582144	0.00401602074938054	1	0.00279434182903749	0.000106400076393686	1	0.000775910233128406	0.31213783496207	1	0.366804692355158	2.27856221846457e-05	0.423449677379878	0.0171593456250823	1	1	0.375212221929917	0.0125263098085214	0.463755558539719	1	1	1	1	1	0	3.7641503619331e-06	0.00492650372473891	1	0.173507209402098	0.143119610474738	1	0.0880605237811908	1	0.00205707406094076	1	1	1	1	1	0.00492650372473891	0.0899502757638662	0.489090951928637	1	0.642473583501312	7.60631489964419e-08	0.00141234842434729	0.000671687439190047	0.144024882245705	6.7026747910953e-05	1	1.093787226074e-05	0.0201676396657934	0.0503895914099152	0.0523735416913183	1	2.23656888003761e-06	0.000352229425803227	0.00278350609051976	0.000891107418106489	0.450634327749388	0.0297443570005597
"Progesterone-mediated oocyte maturation"	1	4.99863183115734e-19	0.181307421025393	0.0018293614535147	4.06532882009567e-13	1	0.848769937221673	8.23481257590421e-08	0.019461865236865	0.461815662837489	7.11106709330623e-11	1	1	1	0.0398844943245707	3.91188073737927e-13	9.81850303991211e-06	1	1	1	1.35115118235798e-05	0.000622500601062679	2.98405016753676e-10	1	1	9.83215789522817e-26	2.5448345984203e-20	5.35500249895656e-24	6.92699443313372e-16	1	1	1.06649633916372e-21	1	1	1	1.56602496433516e-09	1	0.000100703622441113	1	0.984342771261866	7.36801016493742e-19	0.000321388447500772	3.05400986167812e-18	5.09677264539667e-22	2.2183361886878e-10	1.164575817465e-10	3.15754494662887e-19	3.12501486458765e-13	1.01288771520998e-19	5.41949401346212e-22	1	0.0233577206825291	1	1	1	0.817229616399057	3.42211567118803e-22	1	0.000187316363471467	0.0030442870309754	5.07960200316556e-09	6.2954203253957e-09	6.40089985962994e-15	1	1	2.31006031998302e-12	0.391295892949008	1.05133684124118e-16	7.37583225950477e-19	1	5.44817584773968e-22	4.04995870239659e-08	1	2.87056472801618e-23	1.94839500861798e-08	1	1.6241527712509e-18	1	1	0.889161864573442	3.79306250047644e-65	0.00212988889073803	1.98815620671432e-20	0.000134912702603945	1	1	3.98072260131544e-11	1	1	0.000120968812836581	1	1	1	3.76415036193308e-06	0	4.36652997737857e-22	1	1	0.228806663272559	1	6.14392935073843e-07	0.501318703945951	3.05674652556958e-16	1	1	0.00042041785905781	1	1	1.06806832271144e-08	3.17180933397337e-07	5.35340462780498e-08	1	1	1	3.64985033666298e-16	5.7164089450257e-05	0.500401912055649	0.000211604200126902	0.0153660926746294	1.05133684124118e-16	2.09468086049575e-16	0.599731071071113	8.58511630144249e-14	3.47549962684672e-07	3.07552274040975e-13	1.8591799708396e-05	3.31468333143238e-18	0.000706937004368267	1	0.0276699780933413
"Prostate cancer"	1	6.12575495291815e-49	1.60524531238495e-09	6.14356380890183e-07	2.00224166358271e-14	1	0.246654120527374	3.82904656973302e-05	0.0209793202968603	0.210551308716535	6.59810924687096e-18	0.0175351781298686	1	1	0.0438150494894765	1.03136746941127e-31	1.18515715708602e-05	9.56438202233776e-05	1	1	7.08977722460563e-26	0.482147880896862	3.83924809401971e-10	1	1	2.19168100632387e-08	5.95916630586259e-14	5.28675312812633e-19	1.8593370270666e-52	1	1	9.86204360529666e-35	1	0.283902677732236	0.000797882590554548	0.847978603850419	1	1.56157538640744e-08	1	0.115571470822349	2.04475296074335e-59	0.000369904285642477	6.20327268296337e-36	2.35314494669053e-20	3.10695313378378e-10	7.37375709113948e-29	3.53144086374954e-15	1	5.33192908226691e-62	6.78618486850319e-08	1	0.680776907241621	1	1	0.0010438019146428	0.824303386676213	9.13589336206088e-26	1	6.20913099872068e-09	0.0157723232768847	0.000521524597019348	8.22079068387043e-09	6.52619593607246e-10	1	1	1.02760219489459e-15	0.398273186480036	1.01857900653977e-17	2.5977951758134e-57	1	1.14399740166169e-18	9.16346548421034e-14	1	2.23757636746038e-28	2.48684789480069e-08	1	1.05200845054713e-53	0.242809367040576	1	1	7.79146117797193e-05	8.1516314455585e-07	1.35374738079175e-43	1	0.933818308037717	0.699843666265833	9.26010501756852e-74	1	1	2.05084278731234e-05	1	0.755624515502012	0.509312092105757	0.00492650372473891	4.36652997737862e-22	0	1	1	0.242873283131575	1	1.43098600332687e-20	0.509312092105757	4.2757479585237e-31	1	1	0.00276784765129574	1	1	1	3.37370143874235e-05	1.35377854660572e-31	1	1	1	2.17548546344815e-26	1	0.0900497488813653	6.2442706313204e-19	0.00506409274112696	1.74382859181639e-16	4.75230951809713e-15	0.60815273195936	2.80561067470069e-12	0.942827757993416	0.00818283311550829	2.16015739812952e-05	2.30598264659336e-19	1	0.446746120203593	0.00078048308930936
"Proteasome"	1	1	1	1	1	0.354039279997799	1	0.685183621454453	1	0.0100067260019923	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.681657090259543	1	1	1	1	1	1	0.94940086809932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.381796678920848	1	1	0.263240173954897	1	1	1	1	0.820228277454168	0.555868646682388	1	1	1	1	0.427588409578134	1	1	1	1	1	1	0.779884869772399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0.31762192967194	1	1	1	1	1	1	1	1	1	1	1	0.791904596312836	0.695535269880031	1	0.606810518008348	1	1	1	0.772349474052106	0.395233959085314	1	1	1	1	1	1	1	1
"Protein export"	1	1	1	1	1	1	1	1	1	0.350983608660237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00963338425014304	1	1	1	1	0.173507209402098	1	1	1	0	1.90053218875349e-05	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000200489838691876	1	1
"Protein processing in endoplasmic reticulum"	1	1	1	0.244201934981557	1	1	0.766511884720989	1	0.137285177606159	3.1020288087981e-05	0.23580987585142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.717670082707105	0.555241881724832	1	1	0.00978913764157161	1	0.082454506040587	1	1	1	1	1	1	1	0.793065161792706	1	0.475084972937381	0.41570221369002	0.346528903626159	1	0.883109132850783	1	1	1	0.331114409538265	1	1	1	1	0.999291147026977	1	0.896188375930592	1	1	1	1	1	0.933266061894444	1	1	0.130858365613644	1	1	1	1	1	1	1	0.100765836361189	0.0279965665047678	1	1	1	0.228938101278602	1	0.628644334352985	0.930613225030928	0.49447472318691	1	0.559732350503961	1	0.801767665146352	1	0.557709106378002	1	1	1	1	0.143119610474738	0.228806663272559	0.242873283131575	1	1.90053218875349e-05	0	1	1	1	0.933266061894444	1	1	0.277720219889941	1	1	1	0.219721471814388	0.831950297015279	1	0.350852783231478	1	0.91964936850081	1	0.398493392951745	1	1	0.539677038820318	0.028487660604128	1	0.259467231182806	1.54706475228361e-07	1	1	1	0.0177686703142366	1	0.340964437139284
"Proximal tubule bicarbonate reclamation"	1	1	1	0.0463538974244873	1.82004224299794e-13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.29522996193072e-13	8.4858528347701e-11	1	1	1	1	1	1	0.131282507132915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.11496319353313e-11	1	1	1	1	1	1	1	1	0.157411566901658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.28074980947867e-13	1	1	1	1	1	1	1	0.0488790974659163	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2.26626051620769e-10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Regulation of actin cytoskeleton"	1	1.74782095111325e-12	2.57265298487314e-14	1	3.95740624038829e-07	1	0.998074704016118	2.14261290869552e-06	0.93012602170932	1	0.0630330484730022	2.02427758012561e-18	1	1	1.39420015341011e-09	2.57265298487314e-14	2.41664666109614e-30	0.756782389516933	1	1	4.38663847959419e-08	0.0914819894242192	0.000916958102338087	0.90801873265598	0.065740954634845	1	0.0116073228115678	1.93510957058922e-15	1.31432441030791e-12	1	1	3.27645129934605e-13	0.435161153319195	0.978929087687728	1	4.84105508530863e-13	1	0.000133274085610698	2.24454697657227e-10	0.123321869192115	1.14162208982185e-18	0.111605440150606	8.19466735230007e-20	9.54316488020815e-14	2.64652053070654e-31	2.29005369794289e-76	1.94882090756655e-07	0.0668767758703223	3.19119101421777e-18	0.00333947601664996	1	1	0.0105619143730599	1	1	6.48979020964982e-14	1.02592741477894e-09	0.70822457602282	0.221419675695875	0.149651176748665	3.86777239484796e-30	0.0001132616079703	4.70016318562723e-06	1	0.718539439194426	3.63533807662881e-24	0.713819689745963	0.122031654255388	9.17716361112778e-50	1	4.78746708282461e-06	5.86175205857705e-12	0.922705668887321	8.26811821909458e-10	0.81298425531144	1	9.0861641575398e-16	1	1	1	0.189611310649317	1	5.0098255446361e-13	0.733203705053831	1	1.05150517896307e-13	2.0171608742345e-27	1	0.00986199089345186	3.57187504039823e-06	1	1	1	0.0880605237811908	6.14392935073843e-07	1.43098600332687e-20	1	1	1	1	0	0.82685452429539	3.30819867987753e-23	1	1	1	1	1	0.936426995913504	8.09721461262619e-29	1.9096259256927e-06	1	1	0.922165377849108	7.87420938068553e-15	1	0.398897303745973	4.89717189313771e-05	1.12870125528975e-10	0.000360085974855341	0.028859767723387	0.900511762253873	1.04276496404324e-05	1	2.2092232695221e-08	1	3.27204116127525e-12	0.289637278694918	0.000224102520253676	0.455491001331038
"Regulation of autophagy"	1	1	1	0.0972346313036951	0.284068764258036	0.272532304694028	1	0.568931170832682	1	0.468061260639079	1	1	1	4.32432833063456e-17	1	1	1	1	1	1	1	1	1	1	1	1	0.565420838347606	1	1	1	1	1	1	4.1138139405213e-09	5.60547266302778e-17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.295427420742185	1	1	1	1	0.144024882245705	0.0920868348528899	1	2.76310508501589e-12	0.446191675593942	1	1	1	1	0.333820589633111	1	0.180062216805435	1	1	1	2.41429438009364e-06	4.90599227869614e-13	1	1	1	1	1	1	1	1	0.599309232334783	1	1	1	1	1	1	1	0.722590548827606	0.463755558539719	1	1	1	1	0.501318703945951	0.509312092105756	0.31762192967194	1	1	1	0.82685452429539	0	1	1	1	6.15809455292958e-19	1	1	1	0.399801527061775	1	1	1	0.681106840763604	0.579297699921194	1	0.493198881329625	1	1	2.23621123529551e-13	0.659557408727442	0.0503895914099152	0.31213783496207	1	1	1	1	1	1	1
"Renal cell carcinoma"	1	1.71350679926859e-29	0.000151947538643086	0.00383039055924459	1.94742125774729e-11	1	0.750568231343167	5.19495824429573e-07	0.571658565037639	1	8.24179812621888e-08	1	1	1	7.36840498951909e-09	1.05225559545603e-26	2.74215697213193e-12	1	1	1	1.36469334130782e-17	1	2.58475242022101e-11	1	1	0.0148648012643879	1.46060108139133e-13	1.89252536087698e-22	1.1933535528496e-37	0.306960080588355	1	2.56398931503158e-27	1	0.00820380735234888	1	0.176494168861962	1	2.22902486709682e-09	1	0.102788238997377	2.19745578080803e-31	0.000628849311346229	5.02518570427729e-44	1.75359806532693e-24	3.54766623812917e-18	4.42004092259336e-40	9.36959310327564e-09	1	4.99291436278773e-32	3.27295080217374e-09	1	1	1	1	0.79713005648351	0.149632767819748	7.344852524048e-24	0.550477264443691	1.14418315483325e-10	0.000988117771029802	2.26722046141914e-08	9.25151459149729e-08	1.48580164337475e-12	1	0.00113194968723892	5.37536802287209e-17	1	3.33133088654668e-06	2.25317311047286e-27	1	4.18242891133776e-24	7.84098654304802e-20	1	4.75047754814608e-34	0.256022660704949	1	9.003808727132e-33	0.169085670312853	0.504970021069834	1	0.104374466037197	1	1.87993206995538e-36	0.212816224285133	1	0.611112908897998	8.38531334292582e-56	1	0.923842182840341	2.48596346507214e-05	1	1	1	0.00205707406094076	3.05674652556961e-16	4.27574795852371e-31	1	1	0.933266061894444	1	3.30819867987752e-23	1	0	1	1	1	1	1	1	0.00045264311548228	5.02624042838217e-08	1	1	1	1.37993515056197e-31	1	4.6733496093043e-05	8.41325411361324e-09	0.00481084336655008	1.04405595138205e-13	1.21076445577724e-10	1	1.60817472289112e-09	0.0670909926317493	0.00213893568149761	1	2.43255177772834e-23	1	0.699649306371028	0.0885514993426341
"Renin-angiotensin system"	1	1	1	1	1	1	0.481797918164535	0.334941477869218	1	1	1	1	1	1	1	1	1	1	1	1	1	0.502088871021759	1	1	1	1	0.332321923912725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.044513143677289	1	1	0.280666744639033	1	1	1	1	1	1	1	0.0768468788281919	1	1	1	1	1	1	1	1	0.0174205422063837	1	1	1	1	1	1	1	1	1	1	0.324404874263653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0.425338171119824	1	1	1	1	1	1	1	1	1	1	0.363125328376599	1	1	1	1	1
"Ribosome"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.938446205261071	1	1	1	1	1	1	1	1	1	1	1	1	1	0.649286912646168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"RIG-I-like receptor signaling pathway"	1	0.0025111988404934	0.704807607727147	1.86187157872925e-11	1	0.0254215303602742	0.508086750721413	0.0062731327397041	0.00143873302770244	0.723569038684745	6.79608231916283e-10	1	0.404304390224679	1.23480830954868e-12	1	0.00016630814487826	1	1	1	1	0.493730743590597	1	1	1	1	1	1.55521213304302e-18	0.00288168235000183	0.000991244024252456	1	1	0.0760527322085795	1	4.81311895349417e-11	5.69404626723108e-42	0.776787223738605	1	1	1	0.966156080162241	1	1.19492402195555e-12	0.161909191198473	3.0345690548063e-05	1	0.631355594219232	1	1	1	0.00017757586367622	0.509957728666108	1	0.765482702501217	1	0.952567829927602	0.749527845254969	0.175260758563805	1	1.27125703984711e-12	7.04397646921806e-11	0.119157453972128	1	1	1	0.0473459852369393	6.13665413138511e-07	1	1	1	1	1	2.1461013084098e-09	1	6.56377265428142e-09	1.46525268833644e-20	1	1	1	1	1	0.844790454870472	0.674288209364137	1.23157165546414e-05	1	1	1	0.000157681348458972	1	1	1	1	1	0.432653297711993	1	0.000420417859057809	0.00276784765129573	1	1	0.277720219889941	1	1	6.15809455292962e-19	1	1	1	0	1	1	1	8.44648543660195e-16	5.79934736797615e-06	1	1	0.902522098096076	8.30409312210835e-10	1	0.749527845254969	1	1	4.31911752486363e-54	5.89331682472708e-15	0.0365045109473381	0.000828346102049248	0.658331077750283	1	1	0.0325642071978935	1	0.704807607727147	0.221455166767597
"RNA degradation"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.00138110192437865	1	1	1	1	1	1	1	1	0.461486749103383	1	1	1	1	1	1	1	1
"RNA polymerase"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.34034212405262e-14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.32189329908076e-12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"Salivary secretion"	1	1	1	1	1.34751944615097e-11	1	1.39216832187128e-07	1.2617859044034e-08	0.660513433812092	1	0.0992284351928682	1	1	1	1	0.784034424856165	1	1	1	1	1	1.72620902229178e-39	2.92167326009419e-14	3.29508004426509e-06	1	1	0.00452442102990094	2.02647803412117e-08	1	1	1	1	1	1	1	1.9348678278386e-10	1	1	1	0.787655360584449	1	1	0.253282610670957	0.473679837803549	0.297162999156227	0.776207733657315	4.1341987359695e-32	3.28918717483283e-56	4.45007760888606e-06	8.34859692941171e-29	1	0.0251530801605419	0.838245389971576	1	0.165516397546446	1	0.000359680858153311	1	1	0.779537247460798	0.423833035563612	4.7088285769268e-16	3.80969953284606e-23	1	1	0.290322719394189	1	9.43076623663977e-26	1	1	1	0.522692471481967	0.303267965894052	0.0397699810315394	1	1	0.0932174758173981	1	1	0.0440912871011946	1.2972469848737e-16	1	1	8.3618410706338e-47	1	0.699843666265833	0.965727276907495	1	0.962413809489859	1.08997601949412e-12	1.80230174064957e-05	1	1	0.00492650372473891	1.06806832271145e-08	1	1	1	1	2.26626051620768e-10	0.936426995913504	1	1	1	1	1	1	1	0	1	1	0.519232860802392	1	1	1	5.0124026315842e-08	1	1	0.507652034036708	1	1	1	1	1	1.79527513621432e-40	1.39303482831453e-07	0.194978417326752	8.03653152163485e-09	1	0.000182413543136547
"Shigellosis"	1	1.96894645986811e-05	2.08701707870616e-11	2.46127120916789e-08	0.122212241770665	1	0.704666398776401	0.0638311547882067	0.000897417239545746	1	0.00152848174527642	0.000705521560610025	1	1	0.000462397139115785	7.5203585585202e-08	3.12382550718669e-37	1	1	1	0.0220307732534763	1	1	1	0.865593530796788	0.556162771013272	4.96720958630162e-13	5.43326487462549e-13	4.10010659750207e-09	0.0426622968816391	1	0.0002321966483683	1	0.98142455645341	1.23715311199757e-05	0.00192291732942158	1	0.0496700290810147	0.120093210893281	0.952625383383507	0.172163127792472	4.15980002636311e-19	2.8553736136831e-05	1.24961847832642e-07	2.7686978720404e-16	1.76313602187723e-12	0.374329718836291	0.661817740610688	0.240898614827458	1.30121571408306e-06	1	0.193002203265681	0.369112986831557	1	1	0.00127575985124784	0.000692357719629404	1	1	4.76271786512869e-09	6.37289882423419e-10	0.267804342646437	0.267804342646437	1	0.525373526601018	1.8846737085599e-08	1	0.435474841970346	0.273191630646276	1	0.172163127792472	0.316618591114229	1	9.04771944329996e-18	3.50892099922761e-23	1	0.182536315121607	1	1	1	0.00562105959765679	1	1.54597415336597e-10	0.773353603220687	1	2.0628217799696e-25	4.26269022851084e-07	1	0.00741775994147309	1	1	1	0.399801527061775	0.0899502757638662	3.17180933397336e-07	3.37370143874235e-05	1	1	0.219721471814388	1	8.09721461262617e-29	0.399801527061775	0.000452643115482279	1	1	8.44648543660196e-16	1	1	1	0	0.000175958974659753	1	0.848485859923006	1	1.38195148640769e-11	1	0.0333902198064188	0.0648113144795338	0.00289609033890042	2.04231955385417e-14	2.16189059129201e-12	1	4.80143753449612e-05	0.324606992130819	0.0852008778629727	1	1.04383737068677e-05	0.0082502387152392	0.000657163257939146	0.00131178484099509
"Small cell lung cancer"	1	7.19744880562209e-18	1	1.72663482231459e-10	8.24152437598065e-07	1	0.623149265138387	1.25688130805444e-27	0.000433418985216584	1	4.64687473975156e-27	0.000515646992977225	1	1	0.708039479036717	1.19849539610625e-14	7.89448911233976e-08	0.652759924799533	1	1	8.24152437598065e-07	0.968962700020088	2.01949838756297e-10	1	0.47879550966621	9.61093754121664e-09	1.9074803078485e-14	7.67092176934922e-09	2.71150011099089e-31	1	1	3.60908094349815e-16	1	1	0.000585843355985553	0.00161941467624509	1	1	1.00863620822306e-21	0.981904130627553	3.72486876209366e-16	0.00164819243671188	4.47206710745188e-10	1.8287157876871e-07	1.23621353774201e-06	4.0999318308833e-34	1	1	4.71543893630851e-20	1	1	1	0.0870863232843408	1	0.467149792315831	0.0010150029846636	7.80839161227018e-06	1	2.9357817456003e-10	0.000437601975113181	6.34479102175317e-05	1	1	1	1	0.00138522509622342	1	1	3.44741640293128e-19	1	1.84813587301929e-09	0.00406259819413316	1	8.39297356129926e-12	1.65721633470402e-07	1	1.96437364884892e-30	1	1	1	0.366945160135665	4.30179286088811e-08	1.44671036439646e-28	1	0.459025065131752	0.678638115705862	1.7581230353724e-94	0.777770884396526	0.585316342550095	1.27501712584118e-05	1	0.141487155591842	0.489090951928637	0.489090951928637	5.35340462780499e-08	1.35377854660573e-31	1	1	0.831950297015279	1	1.9096259256927e-06	1	5.02624042838217e-08	1	1	5.79934736797617e-06	1	1	1	0.000175958974659753	0	1	1	1	5.42445946522709e-13	1	0.481765906261995	1.28935594470719e-05	0.108768016152575	1.30827355361439e-14	1.7204776201077e-40	1	1.53519607887856e-07	0.00112007379768487	1	1	6.70355161727875e-11	1	0.0527012654644601	0.549785033733108
"SNARE interactions in vesicular transport"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0383700365008285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.519232860802392	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0489390581667559	1	1	1	1
"Spliceosome"	1	1	1	1	1	1	1	1	1	0.0255719202070933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.546044720840354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.795446953697258	1	1	1	1	1	1	1	1	1	1	1	0.749200574494367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.642473583501312	1	1	1	1	0.350852783231478	1	1	1	1	1	1	1	0.00138110192437864	1	1	0.848485859923006	1	1	0	0.78466860252048	1	1	1	1	1	1	0.188982414087142	1	1	0.983989222896371	1	1	1	1	1	1
